5,206570,13
5,247490,12
5,211440,13
5,239880,14
5,211890,10
5,200420,12
5,244030,12
5,195150,9
5,230690,14
5,245440,11
5,224840,13
5,231090,12
5,228830,12
5,242050,11
5,198930,13
5,186680,12
5,165180,12
5,218340,10
5,247220,13
5,249940,9
5,204190,10
5,230520,15
5,213380,10
5,231280,10
5,223730,12
5,244830,13
5,205240,13
5,207440,13
5,218480,11
5,189180,12
10,211180,13
10,244190,12
10,213480,14
10,246120,13
10,217330,11
10,238090,13
10,230630,15
10,236030,11
10,218580,14
10,249080,13
10,220820,12
10,222840,13
10,245730,14
10,246490,15
10,243340,13
10,181790,12
10,232540,12
10,245130,14
10,247140,12
10,208970,15
10,249230,13
10,219840,12
10,238180,14
10,179840,13
10,245980,14
10,222130,14
10,248590,12
10,249780,13
10,206580,12
10,201480,14
15,241820,15
15,249090,12
15,239380,15
15,214970,15
15,241620,15
15,246780,14
15,237080,14
15,237290,13
15,221090,13
15,247030,14
15,213620,14
15,244980,14
15,184680,13
15,232920,14
15,248130,13
15,249090,12
15,247190,15
15,207620,15
15,193390,13
15,222080,13
15,248020,15
15,243340,13
15,249940,11
15,222980,15
15,218220,14
15,231220,14
15,228180,14
15,215980,16
15,223980,15
15,239190,14
20,168740,13
20,233620,15
20,245840,12
20,237820,15
20,222080,13
20,245990,14
20,249990,11
20,220730,15
20,230980,14
20,237880,15
20,242230,13
20,242330,15
20,229080,14
20,248180,13
20,248630,14
20,249080,13
20,231970,13
20,248240,13
20,247230,14
20,198680,12
20,246380,15
20,239390,13
20,229640,12
20,247990,13
20,219830,12
20,247880,14
20,233440,12
20,197320,14
20,229390,13
20,249940,13
25,249940,12
25,218740,13
25,239490,14
25,248840,14
25,244220,14
25,249750,14
25,249940,8
25,248520,15
25,249950,11
25,237970,15
25,246480,15
25,247580,15
25,247590,15
25,246440,13
25,243830,16
25,249870,14
25,220880,15
25,239130,15
25,243790,13
25,244980,15
25,242180,14
25,237030,14
25,247070,13
25,245880,14
25,212840,15
25,224480,13
25,231340,13
25,246480,13
25,243750,13
25,246980,14
30,246530,15
30,242380,14
30,249870,15
30,237820,14
30,245930,14
30,247980,16
30,229380,14
30,245980,14
30,235380,15
30,244480,14
30,232470,14
30,249680,15
30,247970,14
30,242730,15
30,227580,13
30,226980,15
30,249970,13
30,248290,15
30,248870,14
30,247230,14
30,235540,12
30,243980,15
30,228220,14
30,249930,13
30,231500,14
30,249940,12
30,242570,13
30,237870,15
30,245230,16
30,234240,14
35,249980,12
35,249970,14
35,249040,15
35,249970,15
35,249330,15
35,247870,15
35,237080,14
35,244970,14
35,199980,14
35,249390,15
35,249990,10
35,199540,12
35,243930,14
35,239780,14
35,249880,12
35,246670,14
35,249580,14
35,248970,14
35,239930,15
35,226390,14
35,239120,15
35,243120,15
35,245870,15
35,249930,11
35,239320,14
35,249900,10
35,249900,9
35,246180,15
35,238880,14
35,213570,14
40,238640,14
40,247220,14
40,249980,11
40,227340,12
40,237480,15
40,249240,14
40,195620,14
40,249950,11
40,220330,15
40,240320,14
40,248770,15
40,249370,15
40,216480,15
40,249900,10
40,239870,15
40,249990,13
40,204490,14
40,243490,15
40,249920,12
40,249990,10
40,249130,14
40,236080,14
40,247780,15
40,248400,14
40,241470,15
40,249480,14
40,231280,15
40,246380,16
40,249940,13
40,249980,8
45,249940,12
45,176830,14
45,244630,15
45,229220,15
45,249980,12
45,228880,15
45,249970,13
45,246530,16
45,249980,14
45,249130,15
45,222730,14
45,244500,15
45,249980,10
45,241080,15
45,249990,13
45,249930,12
45,249940,12
45,244990,14
45,243090,15
45,226070,14
45,249950,9
45,247090,15
45,239570,14
45,235480,14
45,249990,14
45,243530,15
45,244790,13
45,248240,14
45,249970,11
45,249940,9
50,247980,16
50,245870,14
50,245480,15
50,240590,15
50,243480,15
50,249990,13
50,249470,15
50,247780,13
50,242980,14
50,240590,15
50,245730,15
50,237580,16
50,242030,16
50,241420,13
50,249520,14
50,230080,13
50,244520,15
50,223480,14
50,235980,16
50,238130,15
50,218380,15
50,241740,14
50,249090,14
50,237130,15
50,247640,15
50,243620,13
50,248030,16
50,246980,15
50,249950,11
50,249980,7
55,249950,12
55,249990,9
55,249940,12
55,249950,10
55,239970,15
55,222030,15
55,241530,14
55,242470,15
55,235580,14
55,236590,15
55,247090,15
55,236330,15
55,215570,15
55,242020,15
55,249970,15
55,249930,12
55,249930,11
55,243880,15
55,249940,12
55,246870,15
55,249900,10
55,240480,13
55,236270,15
55,248480,15
55,249980,13
55,249980,8
55,244240,14
55,247280,15
55,247330,14
55,215470,15
60,245880,17
60,234970,15
60,245720,14
60,249940,11
60,249930,8
60,249940,11
60,238720,15
60,246770,16
60,241930,16
60,246090,15
60,239120,16
60,249990,10
60,225470,14
60,234230,15
60,247570,15
60,243470,16
60,249970,14
60,231120,16
60,249930,12
60,249940,10
60,240620,14
60,249930,13
60,244220,15
60,249990,9
60,249950,8
60,215980,14
60,249900,9
60,249940,12
60,245830,16
60,247630,15
65,245870,15
65,195870,15
65,223290,15
65,249950,11
65,249970,10
65,249940,13
65,241880,16
65,249480,15
65,226880,16
65,249980,12
65,236620,16
65,245920,15
65,249990,12
65,249930,10
65,249930,9
65,249970,14
65,248840,15
65,249980,14
65,249990,14
65,247630,16
65,237390,14
65,239720,14
65,239170,17
65,225870,16
65,249970,14
65,248020,17
65,226740,13
65,249990,13
65,246870,15
65,249930,10
70,249980,12
70,248630,16
70,247000,15
70,249990,13
70,249990,6
70,249970,9
70,239870,16
70,243620,14
70,248770,17
70,249950,13
70,249980,15
70,249980,14
70,219480,14
70,249990,15
70,249940,13
70,217470,15
70,230520,16
70,238080,14
70,248970,15
70,230580,15
70,249990,8
70,245470,15
70,249580,15
70,249970,12
70,246370,15
70,248890,16
70,249940,10
70,198970,14
70,175480,14
70,249990,14
75,240580,15
75,249420,16
75,247220,14
75,245970,15
75,227820,15
75,217570,15
75,249990,9
75,244720,16
75,235490,16
75,236570,14
75,249970,14
75,245980,15
75,249980,9
75,243120,15
75,246220,15
75,249990,10
75,249940,13
75,245230,15
75,248530,13
75,242370,16
75,245980,16
75,249990,11
75,249930,12
75,249990,10
75,249520,15
75,247680,14
75,249870,16
75,249930,9
75,249970,13
75,239020,15
80,231980,15
80,249990,14
80,244380,16
80,241880,16
80,249990,15
80,244230,14
80,249980,9
80,245970,15
80,249970,14
80,249920,13
80,247240,15
80,212780,13
80,247770,15
80,247100,15
80,249940,8
80,249990,10
80,249940,12
80,249980,10
80,249030,15
80,249940,12
80,248470,15
80,245280,16
80,249950,12
80,244630,15
80,238580,14
80,247870,15
80,236930,15
80,246220,14
80,237920,14
80,249590,15
85,248370,15
85,249940,10
85,246280,16
85,249950,12
85,249980,15
85,249980,13
85,245920,15
85,236170,16
85,236490,14
85,249990,9
85,249990,12
85,247580,14
85,249980,8
85,249970,14
85,248970,14
85,249990,7
85,243990,13
85,244090,14
85,247390,15
85,249980,14
85,249940,9
85,249940,10
85,242620,14
85,249990,9
85,248230,15
85,248030,16
85,249900,11
85,249940,7
85,226230,14
85,243730,15
90,249990,9
90,249940,12
90,233590,14
90,241690,13
90,241920,16
90,246230,15
90,249940,11
90,249980,11
90,249950,12
90,227090,14
90,242080,15
90,249940,11
90,249980,14
90,249840,15
90,202030,15
90,249990,10
90,249990,10
90,249950,12
90,249990,10
90,247940,15
90,249980,10
90,225280,15
90,245980,15
90,249990,12
90,246220,15
90,249770,15
90,249900,11
90,239330,14
90,244770,17
90,245880,16
