95,249990,15
95,249970,13
95,240090,14
95,220230,15
95,236990,14
95,249990,11
95,231730,15
95,249940,12
95,219420,15
95,249940,11
95,249940,11
95,249990,13
95,249980,13
95,249940,11
95,227270,16
95,238620,16
95,249990,14
95,248290,16
95,249640,15
95,248870,16
95,249980,15
95,248940,14
95,248730,16
95,248370,15
95,249900,11
95,249970,13
95,248870,15
95,226380,15
95,237680,16
95,246370,15
100,248430,16
100,225580,15
100,247330,15
100,244270,16
100,249930,10
100,249930,13
100,249880,15
100,249950,11
100,228380,15
100,229120,14
100,249980,13
100,249180,14
100,249940,11
100,235480,14
100,249990,14
100,220100,15
100,249940,10
100,249990,8
100,249970,13
100,246220,15
100,222120,14
100,249900,11
100,249920,12
100,249990,8
100,249970,13
100,227380,14
100,245030,15
100,249930,10
100,249940,12
100,249940,10
5,234580,14
5,220830,13
5,201080,12
5,,
5,234940,12
5,224830,12
5,215080,14
5,213830,11
5,142400,7
5,235220,14
5,181330,11
5,248240,13
5,180830,12
5,214970,12
5,230490,9
5,214480,14
5,246200,12
5,224690,11
5,228830,13
5,241440,12
5,242570,13
5,248140,11
5,216970,14
5,242540,14
5,167680,13
5,229580,12
5,206420,11
5,247890,8
5,213130,14
5,211740,12
10,222330,12
10,216300,12
10,221080,13
10,201290,13
10,217930,13
10,202980,13
10,247290,15
10,238190,15
10,194670,13
10,231280,10
10,229230,13
10,210590,13
10,220190,13
10,167480,13
10,215070,13
10,183320,14
10,210880,13
10,231320,14
10,211200,13
10,245340,13
10,223890,14
10,234370,15
5,242940,12
5,243990,11
10,229740,13
5,232580,15
5,,
5,222830,13
5,225920,13
10,224920,13
5,237920,11
5,201380,12
5,235570,12
10,209420,13
5,244180,13
5,214370,13
5,240280,15
10,171890,12
5,186920,11
5,235170,11
5,137530,8
5,229430,11
10,225980,14
5,216580,12
5,191630,12
5,189140,12
5,243030,11
10,222490,13
5,212470,14
5,244230,12
5,238330,12
5,245140,13
10,221180,13
5,212420,13
5,227820,14
5,241600,13
5,226190,12
10,244080,13
5,248090,10
5,232690,11
15,249980,9
10,189530,12
15,222630,14
10,238790,13
10,246090,13
10,218680,12
15,249770,15
10,200790,12
10,226670,13
15,247070,13
10,193670,13
5,234820,15
5,234900,10
10,223190,13
5,232620,14
5,206830,13
5,193190,11
10,245530,13
5,216820,12
5,165290,13
5,199070,12
5,234420,12
10,221380,14
5,206290,10
5,157020,10
5,219590,12
5,163820,12
10,176280,12
5,187430,12
5,213230,13
5,249970,13
5,235140,13
5,222440,10
10,234990,12
5,221190,11
5,185530,11
5,218590,7
5,233290,12
10,235100,14
5,235190,6
5,239100,12
5,191840,11
5,230830,13
10,197490,13
5,191580,12
5,244070,12
5,209180,11
5,211980,13
10,236430,12
10,231080,13
10,214030,16
10,187230,12
10,244580,13
10,236080,15
10,205070,13
10,239870,13
10,227530,12
10,221290,14
10,225180,13
10,180380,12
10,209930,13
10,223720,15
10,211090,13
10,205580,12
10,245630,13
10,217690,12
10,229170,12
10,245180,14
10,249640,14
10,249470,14
10,244570,13
10,238250,12
10,225420,13
10,247380,14
10,207140,11
10,223440,13
10,240480,13
10,239880,16
10,239370,14
10,238820,12
10,209730,14
10,243000,14
15,231200,13
10,236330,13
10,245270,15
15,189270,12
10,242720,13
10,223720,12
15,247220,14
10,249840,15
10,234380,11
10,239670,12
15,237880,15
10,204790,12
10,177080,11
15,245680,12
10,237730,15
10,239870,14
15,209570,15
10,240230,14
15,236250,14
15,238470,15
15,247330,14
15,203190,12
15,249340,13
15,227080,14
15,176830,13
15,249930,10
15,177980,13
15,248430,14
15,249840,13
15,237740,14
15,217220,15
15,247750,13
15,244840,13
15,218670,13
15,173470,12
15,248330,14
15,238620,14
15,243840,12
15,249980,13
15,228290,14
15,241730,14
15,227830,14
15,245530,11
15,226240,14
15,248620,14
15,221970,13
15,238980,15
15,247270,15
15,246970,15
15,249370,13
15,224530,13
15,231240,14
15,245380,14
15,249200,13
20,243630,14
15,243730,14
20,236730,15
15,189630,14
15,221430,12
20,230180,14
15,239330,15
20,239180,14
20,244270,15
20,239980,15
20,249920,11
20,236680,14
20,226880,15
20,249980,16
20,207680,13
20,249990,8
20,249990,9
20,219480,14
20,249900,10
20,249080,15
20,248390,14
20,249620,14
20,247430,13
20,249930,13
20,227080,15
20,245530,14
20,215790,13
20,240970,14
20,227600,13
20,246100,14
20,245680,14
20,238430,12
20,244990,15
20,236370,17
20,222680,14
20,241380,16
20,244290,15
20,244920,14
20,246470,15
20,249920,10
20,219770,15
25,249130,14
25,249940,10
25,248820,14
25,243640,13
25,248490,15
25,226820,15
25,216630,13
25,246470,15
25,249220,14
25,245440,13
25,203970,14
25,237080,14
25,226970,14
25,212990,15
25,238240,14
25,239890,15
25,222370,15
25,249970,15
25,191570,13
25,233120,16
25,247470,15
25,242270,15
25,245030,14
25,219580,14
25,248430,13
25,240120,16
25,247340,14
25,248190,14
25,243530,13
25,248590,13
30,249930,10
30,246120,15
30,216970,14
30,249950,7
30,237090,15
30,249180,13
30,210290,14
30,249480,14
30,228230,13
30,249730,14
30,242990,13
30,209040,13
30,249380,15
30,238490,14
30,230970,13
30,224990,14
30,242520,16
30,249980,14
30,241130,13
30,249570,14
30,249490,14
30,242620,15
30,244380,16
30,224330,14
30,240870,15
30,238630,15
30,238470,15
30,231990,13
30,249740,13
30,247740,15
35,242470,15
35,247340,14
35,243980,16
35,203980,15
35,249950,12
35,248730,14
35,244280,16
35,232080,14
35,240580,14
35,241720,15
35,190930,13
35,243140,13
35,245230,13
35,248220,14
35,247320,14
35,224270,15
35,237770,17
35,240830,14
35,243870,14
35,247590,14
35,215120,14
35,248440,13
35,241490,14
35,249930,14
35,249130,14
35,241970,14
35,249950,13
35,248620,15
35,243270,17
35,247180,14
40,249930,11
40,249930,10
40,249940,11
40,249380,16
40,243870,15
40,247730,14
40,233590,12
40,212980,13
40,241430,13
40,249770,15
40,228850,13
40,242230,16
40,249470,14
40,232380,14
40,224580,14
40,247120,15
40,249950,13
40,249970,9
40,246190,12
40,238990,15
40,249930,12
40,221220,15
40,247220,14
40,236720,15
40,231470,16
40,249990,11
40,187730,14
40,229870,15
40,235390,15
40,249980,12
45,240840,14
45,249930,13
45,249990,10
45,249900,10
45,244170,14
45,243690,13
45,245740,15
45,248220,14
45,222770,15
45,245380,16
45,248520,16
45,243620,14
45,243230,14
45,242280,14
45,249930,12
45,248880,15
45,249940,12
45,246730,15
45,249980,13
45,247770,14
45,249980,11
45,238100,14
45,249580,14
45,244880,15
45,249900,8
45,246470,15
45,249950,11
45,249930,10
45,236380,15
45,248570,14
50,249930,11
50,239130,17
50,222240,15
50,230370,15
50,244680,14
50,233380,15
50,232130,15
50,247620,15
50,236730,14
50,233970,15
50,248220,15
50,221370,16
50,229980,16
50,242230,16
50,246130,14
50,245080,15
50,249970,14
50,242630,15
50,249970,14
50,249570,14
50,249580,15
50,249220,14
50,241970,15
50,249940,10
50,248240,14
50,244730,14
50,248340,13
50,249940,11
50,249980,13
50,249990,9
55,248080,14
55,222980,16
